datetime,pickup,drop,distance,duration,fare,vehicle_type,status,weather,traffic,surge,hour,day,month,is_weekend
2025-01-16 07:07:00,Zone_A,Zone_H,17.61,27.0,210.8,Bike,Completed,Rainy,Medium,1.1,7,16,1,0
2025-01-01 17:48:00,Zone_C,Zone_E,14.31,25.0,164.59,Bike,Completed,Rainy,High,1.0,17,1,1,0
2025-01-09 14:30:00,Zone_A,Zone_H,10.33,16.0,105.15,Bike Lite,Completed,Cloudy,High,1.0,14,9,1,0
2025-01-27 16:17:00,Zone_D,Zone_G,23.2,39.0,227.17,Bike Lite,Cancelled,Rainy,Low,1.0,16,27,1,0
2025-01-05 00:17:00,Zone_D,Zone_H,21.2,38.0,212.39,Bike Lite,Completed,Clear,High,1.0,0,5,1,1
2025-01-29 14:17:00,Zone_C,Zone_E,9.58,18.0,111.65,Bike,Completed,Rainy,High,1.0,14,29,1,0
2025-01-17 13:03:00,Zone_A,Zone_E,2.05,4.0,38.61,Bike,Completed,Cloudy,Medium,1.0,13,17,1,0
2025-01-01 14:00:00,Zone_D,Zone_G,8.31,13.0,105.65,Bike,Completed,Clear,Medium,1.0,14,1,1,0
2025-01-17 00:23:00,Zone_B,Zone_F,10.56,21.0,125.49,Bike,Completed,Rainy,Low,1.0,0,17,1,0
2025-01-11 10:16:00,Zone_C,Zone_F,17.92,27.0,202.11,Bike,Completed,Clear,High,1.0,10,11,1,1
2025-01-19 11:09:00,Zone_A,Zone_H,24.89,40.0,265.98,Bike,Completed,Rainy,Medium,1.0,11,19,1,1
2025-01-25 05:04:00,Zone_A,Zone_F,9.54,16.0,160.17,Auto,Completed,Rainy,Medium,1.1,5,25,1,1
2025-01-23 19:14:00,Zone_C,Zone_H,19.3,33.0,197.46,Bike,Completed,Rainy,Low,1.0,19,23,1,0
2025-01-03 17:14:00,Zone_B,Zone_E,15.24,23.0,192.57,Auto,Completed,Rainy,Medium,1.0,17,3,1,0
2025-01-30 01:44:00,Zone_A,Zone_G,17.6,30.0,198.58,Bike,Completed,Cloudy,High,1.1,1,30,1,0
2025-01-14 02:14:00,Zone_C,Zone_F,4.63,8.0,59.48,Bike Lite,Completed,Cloudy,Medium,1.1,2,14,1,0
2025-01-23 12:25:00,Zone_B,Zone_F,10.57,18.0,125.57,Bike,Completed,Rainy,High,1.0,12,23,1,0
2025-01-29 16:07:00,Zone_D,Zone_G,6.78,11.0,91.77,Bike,Completed,Clear,High,1.0,16,29,1,0
2025-01-11 14:54:00,Zone_C,Zone_E,9.24,14.0,102.21,Bike Lite,Completed,Clear,Medium,1.1,14,11,1,1
2025-01-25 18:22:00,Zone_C,Zone_H,13.32,22.0,140.16,Bike,Completed,Clear,High,1.0,18,25,1,1
2025-01-23 00:27:00,Zone_A,Zone_G,17.0,34.0,203.06,Bike,Completed,Rainy,Medium,1.1,0,23,1,0
2025-01-09 01:58:00,Zone_A,Zone_E,3.54,7.0,57.9,Bike,Completed,Rainy,Low,1.0,1,9,1,0
2025-01-07 23:56:00,Zone_D,Zone_E,4.14,6.0,74.37,Bike,Completed,Clear,Low,1.3,23,7,1,0
2025-01-25 09:52:00,Zone_C,Zone_H,8.73,15.0,131.31,Auto,Completed,Clear,Low,1.0,9,25,1,1
2025-01-21 05:30:00,Zone_D,Zone_E,16.88,26.0,152.91,Bike Lite,Completed,Clear,High,1.0,5,21,1,0
2025-01-18 05:31:00,Zone_A,Zone_H,21.32,36.0,223.35,Bike,Completed,Clear,Low,1.0,5,18,1,1
2025-01-21 23:51:00,Zone_A,Zone_F,14.28,23.0,172.62,Bike,Completed,Clear,Low,1.1,23,21,1,0
2025-01-03 00:12:00,Zone_C,Zone_F,21.51,35.0,242.13,Bike,Completed,Cloudy,Low,1.0,0,3,1,0
2025-01-01 11:05:00,Zone_A,Zone_G,10.24,17.0,123.73,Bike,Completed,Cloudy,Medium,1.0,11,1,1,0
2025-01-07 03:09:00,Zone_C,Zone_H,8.6,15.0,131.33,Auto,Completed,Cloudy,Medium,1.0,3,7,1,0
2025-01-21 18:26:00,Zone_A,Zone_H,9.5,15.0,126.56,Bike,Completed,Rainy,Low,1.1,18,21,1,0
2025-01-09 19:00:00,Zone_D,Zone_E,5.11,9.0,75.19,Bike,Completed,Rainy,Medium,1.0,19,9,1,0
2025-01-01 22:56:00,Zone_C,Zone_G,20.9,33.0,205.61,Bike Lite,Completed,Rainy,Medium,1.0,22,1,1,0
2025-01-12 16:00:00,Zone_D,Zone_H,9.13,17.0,138.39,Auto,Completed,Cloudy,High,1.0,16,12,1,1
2025-01-17 00:31:00,Zone_D,Zone_E,14.26,28.0,158.78,Bike,Completed,Cloudy,Medium,1.0,0,17,1,0
2025-01-13 09:01:00,Zone_B,Zone_H,14.89,28.0,174.11,Bike Lite,Cancelled,Cloudy,Low,1.1,9,13,1,0
2025-01-20 18:20:00,Zone_A,Zone_F,13.52,24.0,152.46,Bike Lite,Completed,Rainy,Medium,1.1,18,20,1,0
2025-01-29 20:47:00,Zone_B,Zone_H,1.06,2.0,41.06,Auto,Cancelled,Rainy,High,1.0,20,29,1,0
2025-01-20 03:08:00,Zone_D,Zone_H,24.72,38.0,234.56,Bike Lite,Completed,Cloudy,Low,1.0,3,20,1,0
2025-01-01 00:23:00,Zone_B,Zone_F,22.73,41.0,277.14,Bike,Cancelled,Clear,High,1.1,0,1,1,0
2025-01-05 22:38:00,Zone_C,Zone_H,5.98,10.0,69.93,Bike Lite,Completed,Clear,Medium,1.1,22,5,1,1
2025-01-29 02:34:00,Zone_A,Zone_F,8.02,14.0,99.66,Bike,Completed,Rainy,Medium,1.0,2,29,1,0
2025-01-03 20:23:00,Zone_C,Zone_H,13.48,22.0,142.46,Bike,Cancelled,Clear,Medium,1.0,20,3,1,0
2025-01-24 05:24:00,Zone_A,Zone_G,22.65,40.0,227.38,Bike,Completed,Rainy,Medium,1.0,5,24,1,0
2025-01-17 03:49:00,Zone_B,Zone_E,24.61,40.0,259.01,Bike,Completed,Clear,Medium,1.0,3,17,1,0
2025-01-05 00:58:00,Zone_D,Zone_F,7.18,12.0,105.95,Bike,Completed,Rainy,Medium,1.1,0,5,1,1
2025-01-04 18:33:00,Zone_C,Zone_H,14.54,28.0,151.89,Bike Lite,Completed,Cloudy,Medium,1.0,18,4,1,1
2025-01-20 17:10:00,Zone_A,Zone_H,20.37,32.0,259.1,Auto,Completed,Rainy,Low,1.0,17,20,1,0
2025-01-01 09:21:00,Zone_D,Zone_G,10.46,18.0,125.89,Bike,Completed,Rainy,High,1.1,9,1,1,0
2025-01-25 09:14:00,Zone_B,Zone_E,18.55,36.0,241.72,Bike Lite,Completed,Rainy,Medium,1.3,9,25,1,1
2025-01-18 04:17:00,Zone_B,Zone_H,4.87,9.0,59.27,Bike Lite,Completed,Clear,Low,1.0,4,18,1,1
2025-01-04 08:15:00,Zone_A,Zone_H,15.42,27.0,178.66,Bike,Cancelled,Clear,High,1.0,8,4,1,1
2025-01-25 21:00:00,Zone_A,Zone_G,21.78,37.0,236.08,Bike,Completed,Clear,Low,1.0,21,25,1,1
2025-01-29 21:41:00,Zone_A,Zone_F,24.6,38.0,267.93,Bike,Completed,Clear,Low,1.0,21,29,1,0
2025-01-19 09:30:00,Zone_A,Zone_E,2.9,5.0,62.42,Auto,Completed,Cloudy,High,1.0,9,19,1,1
2025-01-02 07:49:00,Zone_D,Zone_E,11.28,17.0,137.77,Bike,Completed,Cloudy,Medium,1.1,7,2,1,0
2025-01-15 16:12:00,Zone_D,Zone_G,5.91,11.0,111.37,Auto,Completed,Cloudy,Low,1.1,16,15,1,0
2025-01-12 22:45:00,Zone_C,Zone_H,11.82,22.0,145.65,Bike,Completed,Cloudy,High,1.0,22,12,1,1
2025-01-22 12:06:00,Zone_D,Zone_F,14.15,27.0,164.85,Bike,Completed,Clear,Low,1.0,12,22,1,0
2025-01-02 12:04:00,Zone_A,Zone_H,3.24,5.0,42.5,Bike Lite,Completed,Clear,Low,1.0,12,2,1,0
2025-01-26 13:24:00,Zone_D,Zone_F,8.12,14.0,86.06,Bike Lite,Completed,Clear,High,1.0,13,26,1,1
2025-01-16 05:43:00,Zone_A,Zone_F,23.26,42.0,257.87,Bike Lite,Completed,Clear,High,1.1,5,16,1,0
2025-01-19 20:16:00,Zone_B,Zone_E,14.66,23.0,157.71,Bike Lite,Completed,Cloudy,Medium,1.1,20,19,1,1
2025-01-16 20:30:00,Zone_B,Zone_H,11.98,20.0,175.32,Auto,Completed,Rainy,High,1.0,20,16,1,0
2025-01-02 01:59:00,Zone_B,Zone_F,19.08,31.0,260.88,Auto,Completed,Clear,Medium,1.0,1,2,1,0
2025-01-30 02:05:00,Zone_C,Zone_H,18.8,34.0,212.62,Bike,Completed,Rainy,Medium,1.0,2,30,1,0
2025-01-29 22:46:00,Zone_B,Zone_H,2.17,4.0,42.68,Bike,Completed,Cloudy,Low,1.0,22,29,1,0
2025-01-08 10:58:00,Zone_A,Zone_G,18.01,28.0,274.88,Auto,Completed,Cloudy,High,1.1,10,8,1,0
2025-01-20 01:42:00,Zone_A,Zone_E,21.14,37.0,290.53,Auto,Completed,Rainy,High,1.1,1,20,1,0
2025-01-03 22:10:00,Zone_C,Zone_H,4.98,8.0,71.51,Bike,Cancelled,Rainy,Medium,1.1,22,3,1,0
2025-01-07 13:16:00,Zone_B,Zone_H,19.74,36.0,188.48,Bike Lite,Completed,Cloudy,Medium,1.0,13,7,1,0
2025-01-17 22:26:00,Zone_B,Zone_F,7.88,12.0,80.07,Bike Lite,Completed,Clear,Medium,1.0,22,17,1,0
2025-01-11 16:38:00,Zone_B,Zone_G,8.36,14.0,96.36,Bike,Completed,Rainy,Medium,1.0,16,11,1,1
2025-01-04 13:36:00,Zone_D,Zone_F,16.97,26.0,239.72,Auto,Completed,Rainy,Low,1.0,13,4,1,1
2025-01-29 13:25:00,Zone_B,Zone_G,3.67,6.0,47.29,Bike Lite,Completed,Rainy,Low,1.0,13,29,1,0
2025-01-03 14:25:00,Zone_B,Zone_G,16.96,30.0,202.16,Bike,Completed,Rainy,High,1.1,14,3,1,0
2025-01-24 14:33:00,Zone_D,Zone_F,22.31,37.0,241.87,Bike,Cancelled,Rainy,Low,1.0,14,24,1,0
2025-01-18 14:56:00,Zone_A,Zone_E,17.71,35.0,277.19,Auto,Completed,Rainy,Low,1.1,14,18,1,1
2025-01-25 11:07:00,Zone_C,Zone_F,11.57,18.0,125.47,Bike,Completed,Rainy,Low,1.0,11,25,1,1
2025-01-14 22:24:00,Zone_A,Zone_G,11.52,18.0,126.79,Bike,Completed,Rainy,High,1.0,22,14,1,0
2025-01-07 15:37:00,Zone_A,Zone_H,19.36,35.0,174.67,Bike Lite,Completed,Rainy,High,1.0,15,7,1,0
2025-01-30 20:27:00,Zone_B,Zone_G,14.58,26.0,190.17,Bike Lite,Completed,Rainy,Medium,1.3,20,30,1,0
2025-01-14 06:03:00,Zone_A,Zone_F,3.04,5.0,46.5,Bike,Completed,Rainy,Low,1.0,6,14,1,0
2025-01-18 17:10:00,Zone_B,Zone_F,14.98,27.0,157.72,Bike Lite,Completed,Rainy,Low,1.0,17,18,1,1
2025-01-17 18:29:00,Zone_A,Zone_G,20.56,35.0,216.41,Bike,Completed,Clear,Medium,1.0,18,17,1,0
2025-01-06 18:08:00,Zone_B,Zone_F,9.09,15.0,94.31,Bike Lite,Completed,Rainy,Medium,1.0,18,6,1,0
2025-01-25 08:16:00,Zone_A,Zone_G,23.26,40.0,262.41,Bike,Cancelled,Rainy,Medium,1.0,8,25,1,1
2025-01-16 08:53:00,Zone_B,Zone_F,19.02,35.0,200.53,Bike,Cancelled,Cloudy,Medium,1.0,8,16,1,0
2025-01-24 12:48:00,Zone_C,Zone_F,14.78,25.0,170.65,Bike,Completed,Cloudy,Low,1.1,12,24,1,0
2025-01-06 10:35:00,Zone_D,Zone_F,19.04,33.0,232.18,Bike,Completed,Rainy,Low,1.1,10,6,1,0
2025-01-29 15:42:00,Zone_C,Zone_H,2.9,4.0,44.33,Bike,Completed,Cloudy,High,1.0,15,29,1,0
2025-01-08 14:11:00,Zone_A,Zone_H,21.63,35.0,270.03,Bike,Completed,Clear,Medium,1.1,14,8,1,0
2025-01-27 19:40:00,Zone_C,Zone_H,20.72,32.0,278.64,Auto,Completed,Rainy,Low,1.0,19,27,1,0
2025-01-18 13:53:00,Zone_A,Zone_H,22.84,35.0,203.72,Bike Lite,Completed,Cloudy,Medium,1.0,13,18,1,1
2025-01-20 16:03:00,Zone_C,Zone_E,4.09,6.0,47.38,Bike Lite,Completed,Cloudy,Low,1.0,16,20,1,0
2025-01-03 19:46:00,Zone_D,Zone_H,2.96,5.0,69.44,Auto,Cancelled,Clear,Medium,1.0,19,3,1,0
2025-01-07 04:33:00,Zone_D,Zone_G,4.32,9.0,62.77,Bike,Completed,Clear,Low,1.0,4,7,1,0
2025-01-21 16:41:00,Zone_C,Zone_H,10.59,21.0,130.51,Bike,Completed,Cloudy,Low,1.0,16,21,1,0
2025-01-01 22:30:00,Zone_B,Zone_F,11.18,19.0,133.76,Bike,Completed,Cloudy,Medium,1.0,22,1,1,0
2025-01-16 21:47:00,Zone_B,Zone_G,14.49,25.0,170.27,Bike,Completed,Cloudy,High,1.0,21,16,1,0
2025-01-21 11:13:00,Zone_A,Zone_E,3.93,7.0,63.06,Bike,Cancelled,Clear,Medium,1.0,11,21,1,0
2025-01-21 12:46:00,Zone_A,Zone_H,5.83,11.0,74.39,Bike Lite,Completed,Cloudy,Low,1.1,12,21,1,0
2025-01-14 19:50:00,Zone_B,Zone_F,20.48,33.0,210.26,Bike,Completed,Cloudy,High,1.0,19,14,1,0
2025-01-20 12:35:00,Zone_B,Zone_G,12.23,20.0,136.22,Bike,Completed,Clear,Low,1.0,12,20,1,0
2025-01-02 06:51:00,Zone_A,Zone_F,20.39,39.0,230.87,Bike,Completed,Cloudy,Medium,1.0,6,2,1,0
2025-01-08 05:12:00,Zone_C,Zone_F,1.18,2.0,33.92,Bike,Completed,Clear,High,1.1,5,8,1,0
2025-01-24 17:42:00,Zone_C,Zone_E,14.24,21.0,150.4,Bike,Completed,Rainy,Low,1.0,17,24,1,0
2025-01-15 18:49:00,Zone_D,Zone_E,23.37,39.0,261.94,Bike,Completed,Clear,Low,1.0,18,15,1,0
2025-01-24 12:31:00,Zone_C,Zone_H,14.97,25.0,148.93,Bike Lite,Completed,Cloudy,High,1.0,12,24,1,0
2025-01-24 10:12:00,Zone_A,Zone_H,5.95,9.0,72.62,Bike,Cancelled,Clear,Low,1.0,10,24,1,0
2025-01-26 07:55:00,Zone_B,Zone_F,18.23,29.0,199.44,Bike,Completed,Clear,Medium,1.0,7,26,1,1
2025-01-07 06:02:00,Zone_C,Zone_E,10.1,16.0,117.58,Bike,Completed,Cloudy,Low,1.0,6,7,1,0
2025-01-16 15:16:00,Zone_A,Zone_H,17.04,32.0,205.67,Bike,Completed,Cloudy,Medium,1.1,15,16,1,0
2025-01-23 18:16:00,Zone_D,Zone_G,1.7,3.0,39.13,Bike,Cancelled,Rainy,High,1.0,18,23,1,0
2025-01-05 18:26:00,Zone_B,Zone_F,16.26,27.0,207.08,Auto,Completed,Cloudy,High,1.0,18,5,1,1
2025-01-25 19:47:00,Zone_D,Zone_E,1.77,3.0,66.06,Auto,Completed,Rainy,High,1.3,19,25,1,1
2025-01-17 19:02:00,Zone_A,Zone_H,18.87,33.0,210.78,Bike Lite,Completed,Rainy,High,1.1,19,17,1,0
2025-01-11 05:39:00,Zone_C,Zone_G,12.35,22.0,149.17,Bike,Completed,Clear,Medium,1.0,5,11,1,1
2025-01-26 22:47:00,Zone_C,Zone_F,3.92,6.0,58.09,Bike,Completed,Rainy,High,1.0,22,26,1,1
2025-01-16 11:27:00,Zone_A,Zone_E,14.02,22.0,136.09,Bike Lite,Cancelled,Clear,Medium,1.0,11,16,1,0
2025-01-05 05:25:00,Zone_D,Zone_E,2.6,4.0,47.26,Bike,Cancelled,Clear,High,1.0,5,5,1,1
2025-01-13 08:49:00,Zone_C,Zone_F,16.68,25.0,188.02,Bike,Completed,Cloudy,High,1.0,8,13,1,0
2025-01-24 01:00:00,Zone_D,Zone_H,24.91,43.0,242.69,Bike Lite,Completed,Clear,High,1.0,1,24,1,0
2025-01-12 01:40:00,Zone_A,Zone_H,19.47,35.0,245.24,Auto,Completed,Cloudy,Medium,1.0,1,12,1,1
2025-01-10 06:01:00,Zone_A,Zone_H,14.77,24.0,172.38,Bike,Completed,Rainy,Medium,1.0,6,10,1,0
2025-01-15 15:46:00,Zone_B,Zone_G,3.46,6.0,61.97,Bike,Completed,Clear,High,1.1,15,15,1,0
2025-01-13 00:57:00,Zone_C,Zone_F,17.8,33.0,169.46,Bike Lite,Completed,Cloudy,Low,1.0,0,13,1,0
2025-01-19 02:54:00,Zone_C,Zone_G,16.87,29.0,186.4,Bike,Completed,Cloudy,High,1.0,2,19,1,1
2025-01-02 22:59:00,Zone_C,Zone_E,2.18,4.0,44.1,Bike,Completed,Cloudy,High,1.0,22,2,1,0
