datetime,pickup,drop,distance,duration,fare,vehicle_type,status,weather,traffic,surge,hour,day,month,is_weekend
2024-01-02 23:03:00,Suburbs,Midtown,6.41,19,22.15,SUV,Completed,Clear,High,No,23,1,1,0
2024-01-03 13:46:00,Mall,Midtown,1.31,5,10.67,SUV,Completed,Clear,Low,Yes,13,2,1,0
2024-01-05 20:03:00,Midtown,Downtown,27.99,88,97.11,Sedan,Completed,Clear,High,Yes,20,4,1,0
2024-01-03 21:07:00,University,Financial District,16.91,63,56.61,Shared,Completed,Clear,Medium,No,21,2,1,0
2024-01-07 00:47:00,Suburbs,Financial District,28.34,75,103.07,Sedan,Completed,Clear,Medium,No,0,6,1,1
2024-01-07 08:42:00,Downtown,Mall,21.83,70,77.56,SUV,Completed,Rainy,Medium,Yes,8,6,1,1
2024-01-02 22:15:00,Downtown,Downtown,18.13,46,61.19,Sedan,Completed,Rainy,Medium,No,22,1,1,0
2024-01-06 16:54:00,Financial District,Financial District,4.2,12,16.09,SUV,Completed,Clear,Medium,Yes,16,5,1,1
2024-01-06 13:32:00,Suburbs,University,24.04,49,64.28,Sedan,Completed,Rainy,Medium,No,13,5,1,1
2024-01-04 17:57:00,Downtown,Suburbs,22.3,84,71.13,SUV,Completed,Snowy,Medium,No,17,3,1,0
2024-01-04 02:43:00,Mall,University,28.25,63,96.85,SUV,Completed,Thunderstorm,Low,No,2,3,1,0
2024-01-02 06:50:00,Midtown,Downtown,25.87,54,76.76,SUV,Completed,Foggy,Low,No,6,1,1,0
2024-01-07 05:22:00,Mall,Downtown,15.71,38,47.99,Sedan,Completed,Clear,Low,Yes,5,6,1,1
2024-01-06 03:05:00,Midtown,Financial District,28.85,87,86.19,Motorcycle,Completed,Rainy,Medium,No,3,5,1,1
2024-01-06 21:01:00,Suburbs,Midtown,24.52,65,73.73,Sedan,Completed,Rainy,Medium,No,21,5,1,1
2024-01-02 01:28:00,Mall,Downtown,5.09,15,22.45,Sedan,Completed,Clear,High,No,1,1,1,0
2024-01-02 01:36:00,Suburbs,Midtown,19.36,42,61.99,SUV,Completed,Foggy,Medium,No,1,1,1,0
2024-01-06 14:41:00,Airport,Airport,25.77,64,88.03,Shared,Completed,Clear,High,Yes,14,5,1,1
2024-01-04 17:45:00,Suburbs,Mall,19.81,43,54.73,Sedan,Completed,Rainy,Medium,Yes,17,3,1,0
2024-01-04 11:10:00,Mall,Airport,33.27,82,103.65,SUV,Completed,Clear,Low,No,11,3,1,0
2024-01-06 19:46:00,Downtown,Financial District,4.45,15,17.39,Sedan,Completed,Clear,Medium,No,19,5,1,1
2024-01-05 13:53:00,University,Airport,25.56,81,71.84,SUV,Completed,Clear,Medium,Yes,13,4,1,0
2024-01-06 14:28:00,Financial District,University,29.03,77,99.56,Sedan,Completed,Snowy,Medium,No,14,5,1,1
2024-01-02 09:18:00,Suburbs,University,24.89,63,72.98,SUV,Completed,Clear,Low,No,9,1,1,0
2024-01-03 17:16:00,Suburbs,University,14.11,56,43.55,SUV,Completed,Clear,Low,No,17,2,1,0
2024-01-03 02:45:00,Downtown,Financial District,14.11,50,46.59,Motorcycle,Completed,Rainy,Medium,Yes,2,2,1,0
2024-01-01 07:05:00,Airport,Financial District,20.94,76,74.24,Electric,Completed,Clear,High,No,7,0,1,0
2024-01-06 15:10:00,University,University,14.5,30,50.45,Motorcycle,Completed,Clear,Medium,No,15,5,1,1
2024-01-03 23:56:00,Suburbs,Midtown,31.03,66,106.57,SUV,Completed,Clear,High,Yes,23,2,1,0
2024-01-03 02:36:00,Midtown,University,4.74,16,17.29,SUV,Completed,Clear,Medium,No,2,2,1,0
2024-01-04 08:02:00,Financial District,Midtown,19.37,46,73.14,SUV,Completed,Rainy,Medium,No,8,3,1,0
2024-01-03 18:49:00,Financial District,Downtown,25.33,60,90.46,Sedan,Completed,Clear,Low,No,18,2,1,0
2024-01-02 10:25:00,University,Suburbs,6.63,15,24.84,Motorcycle,Completed,Clear,High,No,10,1,1,0
2024-01-05 22:23:00,Suburbs,Downtown,24.94,80,84.88,Shared,Completed,Clear,Low,No,22,4,1,0
2024-01-06 16:57:00,Suburbs,Downtown,5.76,20,26.79,Sedan,Completed,Clear,High,No,16,5,1,1
2024-01-06 06:37:00,Suburbs,Financial District,22.1,47,71.03,Sedan,Completed,Rainy,Low,No,6,5,1,1
2024-01-03 16:26:00,Financial District,Suburbs,18.19,46,62.23,SUV,Completed,Rainy,High,No,16,2,1,0
2024-01-04 16:24:00,University,Financial District,11.13,37,38.68,SUV,Completed,Clear,High,No,16,3,1,0
2024-01-03 06:23:00,Suburbs,Midtown,4.79,13,20.76,SUV,Completed,Rainy,Medium,Yes,6,2,1,0
2024-01-06 23:49:00,Downtown,University,26.02,89,79.22,Electric,Completed,Clear,High,No,23,5,1,1
2024-01-04 20:54:00,Airport,Mall,13.98,49,55.23,Motorcycle,Completed,Clear,Medium,No,20,3,1,0
2024-01-04 03:40:00,Mall,Mall,3.94,8,20.76,Shared,Completed,Clear,Medium,No,3,3,1,0
2024-01-06 06:47:00,Midtown,Midtown,8.92,31,26.64,Sedan,Completed,Clear,Low,No,6,5,1,1
2024-01-07 20:03:00,Downtown,Suburbs,26.04,72,75.04,SUV,Completed,Rainy,Low,No,20,6,1,1
2024-01-05 18:31:00,Financial District,Suburbs,21.17,83,74.73,Sedan,Completed,Clear,Medium,No,18,4,1,0
2024-01-01 14:29:00,University,Midtown,3.23,8,13.99,SUV,Completed,Clear,Medium,No,14,0,1,0
2024-01-06 17:35:00,Suburbs,Midtown,24.88,73,66.69,Sedan,Completed,Clear,Low,No,17,5,1,1
2024-01-04 01:41:00,Midtown,Financial District,19.32,48,60.15,Sedan,Completed,Clear,Medium,No,1,3,1,0
2024-01-01 06:47:00,Mall,Financial District,12.09,28,35.16,Shared,Completed,Foggy,Low,No,6,0,1,0
2024-01-06 03:27:00,Mall,Downtown,19.33,58,65.44,Sedan,Completed,Clear,Low,No,3,5,1,1
2024-01-03 13:04:00,Mall,Suburbs,21.12,73,70.53,SUV,Completed,Thunderstorm,Low,No,13,2,1,0
2024-01-06 02:17:00,Midtown,Mall,20.22,49,71.3,SUV,Completed,Rainy,Medium,No,2,5,1,1
2024-01-01 13:16:00,Financial District,Airport,22.85,87,70.59,SUV,Completed,Clear,Medium,Yes,13,0,1,0
2024-01-01 20:10:00,Mall,Airport,32.97,77,112.44,Motorcycle,Completed,Clear,Medium,No,20,0,1,0
2024-01-06 18:37:00,Midtown,Suburbs,14.22,44,56.14,Sedan,Completed,Clear,Low,No,18,5,1,1
2024-01-02 17:47:00,Suburbs,Downtown,11.24,40,40.18,Sedan,Completed,Clear,Low,Yes,17,1,1,0
2024-01-07 12:12:00,Mall,Mall,2.31,6,9.69,Motorcycle,Completed,Clear,Medium,No,12,6,1,1
2024-01-07 13:24:00,Downtown,Financial District,6.0,16,22.88,Sedan,Completed,Clear,Low,No,13,6,1,1
2024-01-03 03:05:00,Downtown,Financial District,12.41,48,42.9,Sedan,Completed,Clear,Medium,No,3,2,1,0
2024-01-03 04:00:00,Financial District,Airport,2.58,5,13.81,Sedan,Completed,Rainy,High,No,4,2,1,0
2024-01-02 13:59:00,Downtown,Downtown,25.74,94,80.04,Electric,Completed,Foggy,Medium,No,13,1,1,0
2024-01-06 00:56:00,Financial District,Airport,14.51,46,58.16,Sedan,Completed,Clear,Low,No,0,5,1,1
2024-01-04 07:27:00,University,Airport,20.33,59,59.27,Sedan,Completed,Clear,Low,No,7,3,1,0
2024-01-05 23:12:00,Mall,Financial District,27.23,78,84.92,SUV,Completed,Clear,Medium,No,23,4,1,0
2024-01-04 22:03:00,Financial District,Downtown,30.28,69,83.88,Motorcycle,Completed,Clear,High,No,22,3,1,0
2024-01-06 10:08:00,Mall,Suburbs,31.22,89,85.15,SUV,Completed,Rainy,Medium,No,10,5,1,1
2024-01-05 16:16:00,Mall,Suburbs,18.63,48,55.98,Sedan,Completed,Clear,Medium,No,16,4,1,0
2024-01-01 17:18:00,University,Downtown,14.49,49,50.64,Sedan,Completed,Clear,High,No,17,0,1,0
2024-01-07 20:15:00,Suburbs,Midtown,20.06,40,61.87,Electric,Completed,Clear,Low,No,20,6,1,1
2024-01-06 13:03:00,Financial District,Suburbs,14.67,32,40.16,Sedan,Completed,Clear,Low,No,13,5,1,1
2024-01-04 07:30:00,Financial District,Financial District,9.18,35,38.42,SUV,Completed,Clear,High,No,7,3,1,0
2024-01-03 01:18:00,University,Suburbs,12.01,34,41.8,Sedan,Completed,Rainy,Low,Yes,1,2,1,0
2024-01-06 16:42:00,Midtown,Suburbs,8.91,21,36.26,Sedan,Completed,Clear,Low,No,16,5,1,1
2024-01-06 12:27:00,University,Financial District,10.16,36,33.32,Sedan,Completed,Clear,Medium,No,12,5,1,1
2024-01-05 19:28:00,University,Airport,4.18,15,15.4,Electric,Completed,Clear,High,No,19,4,1,0
2024-01-06 16:23:00,University,Midtown,15.5,38,61.53,Electric,Completed,Clear,Medium,No,16,5,1,1
2024-01-04 21:00:00,Suburbs,Mall,9.0,31,30.68,Electric,Completed,Rainy,Medium,No,21,3,1,0
2024-01-07 05:30:00,Airport,Financial District,16.24,52,54.83,Shared,Completed,Clear,High,No,5,6,1,1
2024-01-04 12:40:00,University,Financial District,27.93,97,85.97,Sedan,Completed,Clear,Low,No,12,3,1,0
2024-01-04 06:23:00,Downtown,Downtown,33.46,111,100.18,Motorcycle,Completed,Clear,Low,No,6,3,1,0
2024-01-01 12:17:00,Midtown,Midtown,6.03,24,26.86,Sedan,Completed,Foggy,Medium,No,12,0,1,0
2024-01-02 12:31:00,University,Airport,29.91,112,97.74,Shared,Completed,Clear,Low,No,12,1,1,0
2024-01-05 19:24:00,University,University,9.44,23,32.84,Motorcycle,Completed,Rainy,Low,No,19,4,1,0
2024-01-01 06:34:00,Midtown,Mall,32.75,125,112.01,Sedan,Completed,Clear,High,No,6,0,1,0
2024-01-05 17:36:00,University,Financial District,8.72,24,30.91,Motorcycle,Completed,Clear,Low,No,17,4,1,0
2024-01-07 20:29:00,Financial District,Mall,26.4,91,98.59,Shared,Completed,Clear,Medium,No,20,6,1,1
2024-01-07 20:38:00,Airport,Mall,3.11,11,14.55,Sedan,Completed,Rainy,Medium,No,20,6,1,1
2024-01-04 03:50:00,University,Mall,22.41,64,79.56,SUV,Completed,Rainy,Low,No,3,3,1,0
2024-01-05 11:44:00,Midtown,University,8.43,18,34.65,Sedan,Completed,Clear,Low,Yes,11,4,1,0
2024-01-02 20:24:00,University,Airport,23.79,93,68.96,SUV,Completed,Clear,Low,No,20,1,1,0
2024-01-03 01:40:00,Suburbs,University,22.62,49,71.23,Sedan,Completed,Clear,Medium,No,1,2,1,0
2024-01-02 10:36:00,Financial District,University,32.41,87,97.4,SUV,Completed,Rainy,Medium,No,10,1,1,0
2024-01-06 05:06:00,Financial District,University,22.31,71,62.3,SUV,Completed,Clear,Medium,No,5,5,1,1
2024-01-02 04:08:00,Airport,Financial District,14.88,33,53.32,Sedan,Completed,Rainy,Medium,No,4,1,1,0
2024-01-04 20:32:00,Suburbs,Financial District,7.58,28,29.28,Sedan,Completed,Clear,Low,No,20,3,1,0
2024-01-04 16:08:00,Suburbs,Downtown,23.35,56,77.59,Motorcycle,Completed,Clear,High,No,16,3,1,0
2024-01-03 13:16:00,Airport,Suburbs,4.96,20,16.88,SUV,Completed,Foggy,Medium,No,13,2,1,0
2024-01-01 04:03:00,Mall,Midtown,29.17,112,91.44,SUV,Completed,Clear,Medium,No,4,0,1,0
2024-01-07 04:00:00,Mall,Downtown,9.41,30,41.37,Electric,Completed,Clear,Medium,Yes,4,6,1,1
2024-01-01 11:10:00,Downtown,Airport,18.82,62,64.99,Sedan,Completed,Thunderstorm,High,No,11,0,1,0
2024-01-02 00:15:00,Mall,University,21.26,65,75.41,SUV,Completed,Rainy,Medium,Yes,0,1,1,0
2024-01-03 10:35:00,University,Financial District,13.32,37,49.34,Electric,Completed,Foggy,Low,No,10,2,1,0
2024-01-05 01:00:00,Suburbs,University,23.57,64,78.59,Shared,Completed,Clear,Low,No,1,4,1,0
2024-01-04 16:21:00,Downtown,Financial District,9.51,36,30.8,Sedan,Completed,Rainy,High,No,16,3,1,0
2024-01-07 05:52:00,Downtown,Mall,2.18,7,10.01,Sedan,Completed,Clear,Medium,No,5,6,1,1
2024-01-07 00:37:00,Financial District,Midtown,33.62,123,93.61,Sedan,Completed,Clear,High,No,0,6,1,1
2024-01-04 21:07:00,University,Downtown,11.88,36,38.79,Sedan,Completed,Clear,Medium,No,21,3,1,0
2024-01-03 09:52:00,Financial District,Downtown,25.26,66,87.17,Shared,Completed,Clear,Medium,Yes,9,2,1,0
2024-01-07 01:50:00,Midtown,Airport,18.26,40,61.97,SUV,Completed,Clear,Low,No,1,6,1,1
2024-01-04 06:18:00,Mall,Mall,23.75,63,68.2,Electric,Completed,Rainy,High,No,6,3,1,0
2024-01-02 01:15:00,Financial District,Downtown,4.77,18,22.05,SUV,Completed,Clear,Medium,Yes,1,1,1,0
2024-01-03 05:36:00,Suburbs,Downtown,18.64,64,60.99,Electric,Completed,Clear,Medium,No,5,2,1,0
2024-01-04 14:20:00,University,Midtown,16.36,58,50.66,Motorcycle,Completed,Thunderstorm,Low,No,14,3,1,0
2024-01-01 10:08:00,Mall,Airport,26.66,70,92.22,SUV,Completed,Clear,Medium,No,10,0,1,0
2024-01-06 12:30:00,Financial District,University,12.23,32,43.76,Motorcycle,Completed,Snowy,Medium,No,12,5,1,1
2024-01-02 09:30:00,Mall,Financial District,10.87,23,47.38,SUV,Completed,Clear,High,Yes,9,1,1,0
2024-01-05 02:55:00,Financial District,Mall,10.21,24,35.57,SUV,Completed,Clear,High,No,2,4,1,0
2024-01-07 02:24:00,University,Mall,12.86,48,43.53,Sedan,Completed,Clear,Medium,No,2,6,1,1
2024-01-04 13:33:00,Mall,Downtown,13.14,42,47.84,SUV,Completed,Rainy,Medium,No,13,3,1,0
2024-01-05 08:47:00,Financial District,Downtown,10.21,27,34.24,Shared,Completed,Clear,Low,No,8,4,1,0
2024-01-05 12:21:00,Mall,University,23.69,72,68.37,Shared,Completed,Clear,High,No,12,4,1,0
2024-01-07 02:32:00,Airport,Financial District,2.62,7,9.82,Electric,Completed,Clear,Low,No,2,6,1,1
2024-01-05 16:56:00,University,Suburbs,12.3,39,43.47,SUV,Completed,Clear,Low,No,16,4,1,0
2024-01-03 00:03:00,University,Midtown,10.53,23,34.89,SUV,Completed,Clear,Medium,No,0,2,1,0
2024-01-07 14:39:00,Suburbs,Suburbs,26.55,101,72.66,Sedan,Completed,Rainy,Low,No,14,6,1,1
2024-01-06 17:05:00,University,Airport,5.98,15,25.33,Sedan,Completed,Clear,High,No,17,5,1,1
2024-01-06 08:41:00,Midtown,University,32.98,120,107.9,Electric,Completed,Clear,High,No,8,5,1,1
2024-01-06 01:59:00,Suburbs,Suburbs,13.58,41,40.97,Electric,Completed,Clear,Medium,No,1,5,1,1
2024-01-04 20:00:00,Mall,Midtown,7.79,30,24.35,Sedan,Completed,Clear,Low,No,20,3,1,0
2024-01-04 12:01:00,Airport,Airport,10.75,25,35.76,SUV,Completed,Rainy,Medium,No,12,3,1,0
2024-01-05 15:58:00,Suburbs,Mall,26.87,60,102.42,Sedan,Completed,Clear,Medium,Yes,15,4,1,0
2024-01-04 04:46:00,Downtown,Suburbs,17.2,45,57.56,Sedan,Completed,Clear,Low,Yes,4,3,1,0
2024-01-07 04:30:00,Financial District,Downtown,6.53,24,21.57,Electric,Completed,Clear,High,No,4,6,1,1
2024-01-05 08:17:00,University,Downtown,8.82,22,29.6,Sedan,Completed,Clear,High,No,8,4,1,0
2024-01-02 11:19:00,Mall,Downtown,33.15,94,98.61,SUV,Completed,Clear,High,No,11,1,1,0
2024-01-05 00:16:00,Airport,Airport,29.74,102,106.29,SUV,Completed,Clear,High,No,0,4,1,0
2024-01-01 23:48:00,Financial District,Midtown,15.97,42,58.62,Motorcycle,Completed,Clear,Medium,No,23,0,1,0
2024-01-02 01:07:00,Downtown,Financial District,17.39,50,56.35,SUV,Completed,Clear,Medium,No,1,1,1,0
2024-01-02 11:48:00,Airport,Mall,31.58,84,93.53,SUV,Completed,Clear,High,Yes,11,1,1,0
2024-01-04 01:14:00,Midtown,Downtown,21.11,46,73.23,Sedan,Completed,Foggy,High,No,1,3,1,0
2024-01-02 18:07:00,Financial District,Midtown,30.95,108,99.1,Sedan,Completed,Clear,Medium,No,18,1,1,0
2024-01-01 23:56:00,Suburbs,Downtown,17.72,52,56.38,SUV,Completed,Clear,Low,No,23,0,1,0
2024-01-04 11:43:00,Downtown,Suburbs,7.8,28,31.84,Motorcycle,Completed,Thunderstorm,Medium,No,11,3,1,0
2024-01-06 18:04:00,Mall,Suburbs,25.68,87,81.55,Electric,Completed,Clear,Low,Yes,18,5,1,1
2024-01-01 17:37:00,Mall,Midtown,18.9,40,68.04,Motorcycle,Completed,Clear,High,Yes,17,0,1,0
2024-01-02 10:08:00,Downtown,Mall,23.73,71,70.2,Sedan,Completed,Clear,Medium,No,10,1,1,0
2024-01-04 04:34:00,Financial District,Airport,6.35,25,23.52,Shared,Completed,Rainy,Medium,No,4,3,1,0
2024-01-03 21:33:00,University,Financial District,23.02,60,62.06,Electric,Completed,Rainy,High,No,21,2,1,0
2024-01-01 01:34:00,Midtown,Suburbs,14.0,42,43.87,Shared,Completed,Clear,Medium,No,1,0,1,0
2024-01-04 03:08:00,Suburbs,Airport,12.29,41,46.89,Sedan,Completed,Clear,Low,No,3,3,1,0
2024-01-05 00:32:00,Midtown,Financial District,23.83,57,76.9,Shared,Completed,Snowy,Low,No,0,4,1,0
2024-01-02 06:41:00,Midtown,Suburbs,21.14,72,67.61,Sedan,Completed,Rainy,Low,No,6,1,1,0
2024-01-03 12:18:00,Suburbs,University,33.82,93,104.1,Sedan,Completed,Clear,Low,No,12,2,1,0
2024-01-03 03:35:00,Financial District,Midtown,22.79,87,71.64,SUV,Completed,Clear,Medium,No,3,2,1,0
2024-01-03 15:55:00,University,Suburbs,21.86,49,64.22,Sedan,Completed,Clear,High,Yes,15,2,1,0
