datetime,pickup,drop,distance,duration,fare,vehicle_type,status,weather,traffic,surge,hour,day,month,is_weekend
2025-01-13 02:09:00,Area_A,Area_G,21.47,47.0,468.51,UberX,Completed,Rainy,Medium,1.0,2,13,1,0
2025-01-07 10:05:00,Area_C,Area_E,17.85,41.0,426.92,UberXL,Completed,Cloudy,Medium,1.0,10,7,1,0
2025-01-22 02:52:00,Area_B,Area_G,12.36,27.0,278.0,UberX,Completed,Rainy,Medium,1.0,2,22,1,0
2025-01-22 08:21:00,Area_C,Area_G,24.86,56.0,612.79,UberXL,Completed,Rainy,Low,1.0,8,22,1,0
2025-01-22 18:02:00,Area_B,Area_G,6.44,15.0,342.98,UberXL,Completed,Cloudy,High,1.5,18,22,1,0
2025-01-14 05:56:00,Area_A,Area_E,12.39,22.0,219.03,UberGo,Cancelled,Cloudy,Low,1.5,5,14,1,0
2025-01-20 04:22:00,Area_D,Area_H,15.29,37.0,474.87,UberXL,Completed,Rainy,Low,1.0,4,20,1,0
2025-01-01 17:33:00,Area_C,Area_G,18.79,35.0,291.39,UberGo,Completed,Cloudy,Low,1.0,17,1,1,0
2025-01-30 23:58:00,Area_B,Area_E,31.62,72.0,754.93,UberXL,Completed,Cloudy,Medium,1.0,23,30,1,0
2025-01-22 02:27:00,Area_A,Area_F,8.79,15.0,426.16,UberXL,Completed,Clear,Low,1.2,2,22,1,0
2025-01-27 19:30:00,Area_B,Area_G,21.06,37.0,482.89,UberXL,Completed,Cloudy,High,1.0,19,27,1,0
2025-01-08 20:15:00,Area_C,Area_F,24.1,46.0,517.57,UberX,Completed,Clear,Low,1.0,20,8,1,0
2025-01-08 04:38:00,Area_B,Area_F,2.81,5.0,133.03,UberX,Completed,Rainy,High,1.0,4,8,1,0
2025-01-28 18:45:00,Area_A,Area_E,24.69,59.0,650.1,UberGo,Completed,Rainy,High,1.0,18,28,1,0
2025-01-14 08:30:00,Area_A,Area_F,7.65,13.0,243.66,UberXL,Completed,Clear,Medium,1.0,8,14,1,0
2025-01-29 09:33:00,Area_D,Area_F,3.54,6.0,111.02,UberGo,Cancelled,Clear,Medium,1.0,9,29,1,0
2025-01-04 23:02:00,Area_D,Area_G,38.01,67.0,594.29,UberGo,Completed,Clear,Medium,1.5,23,4,1,1
2025-01-03 02:55:00,Area_C,Area_F,38.66,73.0,966.42,UberXL,Completed,Clear,High,1.2,2,3,1,0
2025-01-07 10:01:00,Area_A,Area_G,32.53,69.0,637.07,UberX,Completed,Clear,Medium,1.0,10,7,1,0
2025-01-07 06:19:00,Area_C,Area_F,12.88,23.0,295.83,UberX,Completed,Clear,High,1.0,6,7,1,0
2025-01-12 22:32:00,Area_A,Area_H,4.81,10.0,135.36,UberGo,Completed,Clear,Medium,1.0,22,12,1,1
2025-01-21 18:14:00,Area_C,Area_H,27.69,54.0,665.12,UberX,Completed,Rainy,Medium,1.0,18,21,1,0
2025-01-21 22:18:00,Area_A,Area_E,18.17,42.0,709.48,UberXL,Completed,Clear,High,1.2,22,21,1,0
2025-01-13 20:07:00,Area_C,Area_F,5.76,10.0,193.81,UberXL,Completed,Clear,Medium,1.5,20,13,1,0
2025-01-19 08:47:00,Area_B,Area_E,20.31,46.0,431.01,UberX,Completed,Rainy,Low,1.0,8,19,1,1
2025-01-05 10:36:00,Area_D,Area_G,2.34,5.0,102.41,UberX,Completed,Rainy,Low,1.0,10,5,1,1
2025-01-21 18:48:00,Area_B,Area_G,36.46,72.0,594.91,UberGo,Cancelled,Clear,Low,1.0,18,21,1,0
2025-01-01 03:23:00,Area_D,Area_F,11.09,20.0,315.35,UberX,Completed,Clear,Low,1.5,3,1,1,0
2025-01-29 19:23:00,Area_C,Area_F,26.84,52.0,454.55,UberGo,Completed,Cloudy,High,1.0,19,29,1,0
2025-01-15 00:30:00,Area_A,Area_H,13.16,29.0,370.72,UberXL,Completed,Clear,Medium,1.0,0,15,1,0
2025-01-04 18:10:00,Area_A,Area_G,21.28,51.0,704.82,UberXL,Completed,Cloudy,Low,1.0,18,4,1,1
2025-01-20 19:23:00,Area_C,Area_G,22.32,41.0,528.85,UberXL,Completed,Cloudy,High,1.2,19,20,1,0
2025-01-25 13:06:00,Area_A,Area_G,8.21,14.0,191.52,UberX,Completed,Rainy,High,1.0,13,25,1,1
2025-01-08 07:58:00,Area_C,Area_E,38.81,70.0,748.81,UberX,Completed,Cloudy,Medium,1.0,7,8,1,0
2025-01-28 08:54:00,Area_B,Area_F,31.23,63.0,601.62,UberX,Completed,Clear,Low,1.0,8,28,1,0
2025-01-10 17:08:00,Area_C,Area_G,37.64,66.0,623.83,UberGo,Completed,Cloudy,Low,1.0,17,10,1,0
2025-01-10 05:54:00,Area_A,Area_G,35.9,74.0,537.0,UberGo,Cancelled,Rainy,High,1.0,5,10,1,0
2025-01-24 18:04:00,Area_A,Area_F,24.32,48.0,481.6,UberGo,Completed,Cloudy,High,1.0,18,24,1,0
2025-01-26 23:44:00,Area_C,Area_F,36.95,74.0,835.63,UberXL,Cancelled,Cloudy,Low,1.0,23,26,1,1
2025-01-26 04:43:00,Area_C,Area_E,4.45,9.0,109.65,UberGo,Completed,Cloudy,Medium,1.5,4,26,1,1
2025-01-05 16:17:00,Area_C,Area_H,8.64,16.0,223.49,UberX,Completed,Cloudy,High,1.0,16,5,1,1
2025-01-07 00:12:00,Area_C,Area_G,2.76,5.0,112.52,UberX,Completed,Cloudy,High,1.0,0,7,1,0
2025-01-25 12:57:00,Area_D,Area_H,13.69,29.0,361.7,UberXL,Completed,Cloudy,Medium,1.0,12,25,1,1
2025-01-07 19:14:00,Area_D,Area_F,16.16,35.0,333.78,UberX,Completed,Cloudy,Medium,1.0,19,7,1,0
2025-01-21 21:33:00,Area_B,Area_H,11.58,27.0,288.51,UberX,Completed,Rainy,High,1.0,21,21,1,0
2025-01-13 19:46:00,Area_D,Area_E,33.32,65.0,603.35,UberX,Completed,Clear,High,1.2,19,13,1,0
2025-01-10 19:51:00,Area_A,Area_H,14.91,33.0,249.86,UberGo,Completed,Rainy,Low,1.0,19,10,1,0
2025-01-26 23:41:00,Area_D,Area_G,11.96,27.0,222.54,UberGo,Completed,Cloudy,High,1.0,23,26,1,1
2025-01-09 12:08:00,Area_D,Area_E,22.17,42.0,496.49,UberX,Completed,Cloudy,High,1.0,12,9,1,0
2025-01-02 17:50:00,Area_A,Area_F,6.5,12.0,223.69,UberX,Completed,Rainy,High,1.0,17,2,1,0
2025-01-04 07:12:00,Area_D,Area_E,32.29,60.0,689.07,UberX,Completed,Cloudy,Low,1.0,7,4,1,1
2025-01-15 07:36:00,Area_C,Area_G,3.91,8.0,213.99,UberX,Completed,Rainy,Medium,1.5,7,15,1,0
2025-01-16 22:52:00,Area_D,Area_F,39.49,70.0,566.03,UberGo,Completed,Cloudy,Medium,1.0,22,16,1,0
2025-01-08 17:23:00,Area_D,Area_H,31.12,54.0,659.86,UberXL,Completed,Cloudy,Medium,1.2,17,8,1,0
2025-01-04 07:00:00,Area_D,Area_G,8.75,16.0,219.39,UberX,Completed,Clear,High,1.0,7,4,1,1
2025-01-06 04:10:00,Area_C,Area_E,1.22,2.0,62.36,UberGo,Completed,Cloudy,High,1.0,4,6,1,0
2025-01-26 00:39:00,Area_C,Area_E,32.8,70.0,696.08,UberX,Completed,Clear,Medium,1.2,0,26,1,1
2025-01-08 08:48:00,Area_B,Area_E,28.57,49.0,686.8,UberXL,Completed,Clear,Low,1.0,8,8,1,0
2025-01-01 11:10:00,Area_B,Area_F,29.43,64.0,554.9,UberGo,Completed,Rainy,High,1.0,11,1,1,0
2025-01-10 20:48:00,Area_C,Area_E,31.08,69.0,491.77,UberGo,Completed,Clear,Low,1.2,20,10,1,0
2025-01-12 09:59:00,Area_A,Area_F,3.89,8.0,179.29,UberXL,Completed,Rainy,Low,1.0,9,12,1,1
2025-01-27 15:28:00,Area_B,Area_E,14.98,35.0,433.41,UberXL,Completed,Rainy,High,1.0,15,27,1,0
2025-01-26 14:09:00,Area_D,Area_E,5.52,10.0,112.36,UberGo,Completed,Clear,Medium,1.2,14,26,1,1
2025-01-13 13:43:00,Area_D,Area_F,34.66,67.0,882.94,UberXL,Completed,Rainy,Low,1.0,13,13,1,0
2025-01-12 07:00:00,Area_D,Area_F,25.31,50.0,828.43,UberX,Completed,Clear,Medium,1.0,7,12,1,1
2025-01-04 05:36:00,Area_A,Area_F,13.91,26.0,364.05,UberXL,Completed,Cloudy,High,1.0,5,4,1,1
2025-01-08 17:27:00,Area_B,Area_G,3.48,7.0,165.52,UberXL,Completed,Rainy,Low,1.0,17,8,1,0
2025-01-10 13:09:00,Area_C,Area_H,13.13,31.0,229.19,UberGo,Completed,Clear,High,1.0,13,10,1,0
2025-01-26 23:07:00,Area_C,Area_E,13.68,26.0,465.0,UberXL,Completed,Clear,High,1.0,23,26,1,1
2025-01-11 11:30:00,Area_A,Area_G,29.45,55.0,442.77,UberGo,Completed,Clear,Low,1.5,11,11,1,1
2025-01-29 16:00:00,Area_C,Area_H,25.86,53.0,569.53,UberX,Completed,Clear,Low,1.0,16,29,1,0
2025-01-04 00:39:00,Area_A,Area_E,35.6,66.0,857.37,UberXL,Cancelled,Cloudy,Medium,1.2,0,4,1,1
2025-01-19 11:31:00,Area_C,Area_E,19.42,43.0,799.16,UberXL,Completed,Rainy,Low,1.0,11,19,1,1
2025-01-17 08:19:00,Area_C,Area_E,5.66,12.0,121.74,UberGo,Completed,Clear,High,1.0,8,17,1,0
2025-01-25 18:44:00,Area_A,Area_H,28.82,65.0,479.34,UberGo,Completed,Rainy,Medium,1.0,18,25,1,1
2025-01-04 06:13:00,Area_C,Area_E,30.67,64.0,722.08,UberXL,Cancelled,Clear,High,1.0,6,4,1,1
2025-01-30 01:12:00,Area_B,Area_G,22.89,41.0,348.08,UberGo,Completed,Rainy,Medium,1.2,1,30,1,0
2025-01-03 06:32:00,Area_C,Area_E,31.07,56.0,762.52,UberXL,Completed,Clear,High,1.0,6,3,1,0
2025-01-06 18:59:00,Area_D,Area_G,20.26,42.0,413.59,UberX,Completed,Clear,Medium,1.0,18,6,1,0
2025-01-22 16:44:00,Area_A,Area_F,21.39,42.0,558.41,UberXL,Completed,Cloudy,Low,1.0,16,22,1,0
2025-01-30 17:10:00,Area_C,Area_H,17.67,33.0,354.96,UberX,Completed,Rainy,High,1.0,17,30,1,0
2025-01-18 00:16:00,Area_B,Area_G,1.99,4.0,125.1,UberX,Completed,Clear,High,1.0,0,18,1,1
2025-01-30 02:04:00,Area_C,Area_E,5.21,12.0,126.49,UberGo,Completed,Clear,Medium,1.5,2,30,1,0
2025-01-14 22:13:00,Area_C,Area_G,2.23,4.0,90.02,UberGo,Completed,Cloudy,Low,1.2,22,14,1,0
2025-01-03 01:52:00,Area_D,Area_G,25.82,50.0,409.32,UberGo,Cancelled,Cloudy,Low,1.2,1,3,1,0
2025-01-07 04:31:00,Area_B,Area_F,13.26,23.0,280.03,UberGo,Completed,Cloudy,Medium,1.0,4,7,1,0
2025-01-02 12:40:00,Area_C,Area_H,20.83,44.0,481.12,UberXL,Completed,Cloudy,Low,1.0,12,2,1,0
2025-01-18 19:23:00,Area_C,Area_F,36.4,68.0,721.82,UberX,Completed,Cloudy,Low,1.0,19,18,1,1
2025-01-01 13:24:00,Area_D,Area_H,10.72,24.0,323.48,UberXL,Completed,Rainy,Medium,1.0,13,1,1,0
2025-01-01 22:19:00,Area_A,Area_F,17.0,37.0,346.51,UberX,Completed,Clear,High,1.5,22,1,1,0
2025-01-20 04:19:00,Area_A,Area_H,30.47,61.0,620.77,UberX,Completed,Rainy,Medium,1.2,4,20,1,0
2025-01-14 18:18:00,Area_A,Area_E,9.92,21.0,248.73,UberX,Completed,Cloudy,Medium,1.0,18,14,1,0
2025-01-06 22:38:00,Area_D,Area_G,4.0,9.0,161.65,UberXL,Completed,Clear,Medium,1.5,22,6,1,0
2025-01-13 23:52:00,Area_A,Area_G,12.3,27.0,229.33,UberGo,Completed,Rainy,Low,1.2,23,13,1,0
2025-01-05 17:50:00,Area_B,Area_F,7.29,17.0,360.7,UberXL,Completed,Cloudy,High,1.5,17,5,1,1
2025-01-12 10:06:00,Area_A,Area_E,37.26,70.0,708.55,UberX,Completed,Rainy,Low,1.0,10,12,1,1
2025-01-03 20:47:00,Area_A,Area_E,32.52,65.0,698.97,UberXL,Completed,Rainy,Low,1.0,20,3,1,0
2025-01-04 01:07:00,Area_C,Area_E,25.7,59.0,593.79,UberX,Completed,Cloudy,Low,1.0,1,4,1,1
2025-01-04 18:31:00,Area_B,Area_F,34.99,79.0,558.89,UberGo,Cancelled,Clear,High,1.0,18,4,1,1
2025-01-09 06:09:00,Area_D,Area_H,32.34,75.0,564.47,UberGo,Completed,Cloudy,Medium,1.0,6,9,1,0
2025-01-16 07:31:00,Area_B,Area_E,8.28,16.0,244.31,UberXL,Completed,Cloudy,Medium,1.0,7,16,1,0
2025-01-26 08:06:00,Area_A,Area_E,35.81,83.0,573.29,UberGo,Completed,Rainy,High,1.2,8,26,1,1
2025-01-28 12:48:00,Area_C,Area_H,22.03,41.0,435.92,UberX,Completed,Clear,Medium,1.0,12,28,1,0
2025-01-19 01:19:00,Area_D,Area_H,32.49,77.0,857.25,UberX,Completed,Cloudy,High,1.0,1,19,1,1
2025-01-16 13:57:00,Area_B,Area_E,35.95,78.0,743.62,UberGo,Cancelled,Clear,Low,1.5,13,16,1,0
2025-01-18 16:33:00,Area_B,Area_F,13.4,24.0,236.2,UberGo,Cancelled,Rainy,Medium,1.2,16,18,1,1
2025-01-26 00:41:00,Area_A,Area_F,5.29,10.0,143.8,UberGo,Completed,Cloudy,High,1.2,0,26,1,1
2025-01-05 13:52:00,Area_A,Area_G,9.89,23.0,301.35,UberXL,Completed,Clear,High,1.0,13,5,1,1
2025-01-08 04:49:00,Area_D,Area_G,17.66,32.0,569.16,UberXL,Completed,Clear,High,1.0,4,8,1,0
2025-01-24 10:00:00,Area_A,Area_G,32.9,66.0,690.38,UberX,Completed,Rainy,High,1.0,10,24,1,0
2025-01-26 04:30:00,Area_C,Area_F,34.57,62.0,760.39,UberXL,Completed,Clear,Medium,1.0,4,26,1,1
2025-01-24 09:49:00,Area_D,Area_G,1.27,2.0,109.7,UberXL,Completed,Clear,Low,1.0,9,24,1,0
2025-01-09 04:57:00,Area_A,Area_E,20.92,39.0,421.06,UberX,Completed,Clear,Medium,1.2,4,9,1,0
2025-01-18 13:34:00,Area_D,Area_F,17.28,30.0,414.79,UberX,Completed,Cloudy,Medium,1.0,13,18,1,1
2025-01-03 01:32:00,Area_B,Area_F,9.66,21.0,200.2,UberGo,Completed,Cloudy,High,1.0,1,3,1,0
2025-01-10 23:10:00,Area_D,Area_G,5.67,11.0,126.2,UberGo,Completed,Rainy,Low,1.0,23,10,1,0
2025-01-05 08:02:00,Area_B,Area_E,14.17,29.0,423.24,UberXL,Completed,Rainy,High,1.0,8,5,1,1
2025-01-03 23:34:00,Area_D,Area_E,37.77,89.0,959.78,UberX,Completed,Cloudy,Medium,1.0,23,3,1,0
2025-01-04 03:45:00,Area_A,Area_F,13.6,32.0,453.38,UberXL,Completed,Clear,Low,1.0,3,4,1,1
2025-01-07 01:10:00,Area_B,Area_F,21.23,49.0,509.07,UberXL,Completed,Cloudy,Medium,1.0,1,7,1,0
2025-01-28 13:21:00,Area_D,Area_G,28.42,54.0,630.05,UberX,Completed,Rainy,Low,1.0,13,28,1,0
2025-01-24 12:57:00,Area_C,Area_E,15.18,30.0,315.99,UberX,Completed,Rainy,Low,1.0,12,24,1,0
2025-01-14 07:14:00,Area_A,Area_F,38.9,76.0,771.26,UberX,Completed,Cloudy,High,1.0,7,14,1,0
2025-01-04 15:46:00,Area_D,Area_H,38.54,91.0,712.54,UberX,Completed,Rainy,High,1.0,15,4,1,1
2025-01-11 16:21:00,Area_D,Area_E,10.82,22.0,282.28,UberXL,Completed,Rainy,High,1.0,16,11,1,1
2025-01-29 09:43:00,Area_B,Area_H,20.39,36.0,508.1,UberXL,Completed,Rainy,Medium,1.0,9,29,1,0
2025-01-12 21:39:00,Area_B,Area_F,12.73,26.0,401.45,UberXL,Completed,Rainy,Low,1.0,21,12,1,1
2025-01-01 04:07:00,Area_A,Area_G,12.11,23.0,276.7,UberX,Cancelled,Rainy,High,1.5,4,1,1,0
2025-01-03 23:47:00,Area_B,Area_F,2.44,4.0,75.34,UberGo,Completed,Clear,High,1.0,23,3,1,0
2025-01-22 12:43:00,Area_D,Area_F,24.77,45.0,647.92,UberXL,Completed,Cloudy,High,1.0,12,22,1,0
2025-01-11 18:51:00,Area_D,Area_H,20.6,41.0,320.19,UberGo,Completed,Rainy,High,1.0,18,11,1,1
2025-01-23 22:17:00,Area_B,Area_F,3.01,5.0,81.37,UberGo,Completed,Rainy,Low,1.0,22,23,1,0
2025-01-30 05:20:00,Area_A,Area_G,11.87,25.0,284.67,UberGo,Completed,Rainy,Low,1.0,5,30,1,0
2025-01-24 05:50:00,Area_C,Area_H,36.42,64.0,654.73,UberX,Completed,Cloudy,Medium,1.0,5,24,1,0
2025-01-01 09:52:00,Area_D,Area_H,10.34,23.0,265.05,UberX,Completed,Cloudy,High,1.0,9,1,1,0
2025-01-13 07:14:00,Area_D,Area_G,6.65,14.0,229.05,UberXL,Completed,Cloudy,Low,1.2,7,13,1,0
2025-01-13 00:01:00,Area_B,Area_H,20.09,47.0,642.56,UberXL,Completed,Rainy,Low,1.2,0,13,1,0
2025-01-26 10:55:00,Area_C,Area_G,39.44,72.0,1173.28,UberX,Completed,Rainy,Medium,1.2,10,26,1,1
2025-01-10 10:26:00,Area_D,Area_H,10.44,21.0,290.77,UberX,Completed,Cloudy,High,1.2,10,10,1,0
2025-01-30 19:40:00,Area_C,Area_F,27.21,60.0,412.38,UberGo,Completed,Clear,Medium,1.5,19,30,1,0
2025-01-05 13:06:00,Area_C,Area_F,30.7,67.0,569.22,UberX,Completed,Clear,High,1.5,13,5,1,1
2025-01-03 21:26:00,Area_D,Area_E,10.27,18.0,267.19,UberX,Completed,Cloudy,Low,1.0,21,3,1,0
2025-01-23 18:02:00,Area_C,Area_H,29.4,53.0,591.68,UberX,Completed,Rainy,Low,1.0,18,23,1,0
2025-01-05 09:17:00,Area_C,Area_G,15.34,30.0,418.93,UberX,Completed,Rainy,High,1.0,9,5,1,1
2025-01-08 23:08:00,Area_B,Area_G,25.66,49.0,427.05,UberGo,Completed,Clear,High,1.5,23,8,1,0
2025-01-27 17:31:00,Area_B,Area_H,25.71,52.0,801.3,UberXL,Completed,Rainy,Low,1.0,17,27,1,0
2025-01-23 05:26:00,Area_C,Area_F,21.9,45.0,357.97,UberGo,Completed,Cloudy,Low,1.0,5,23,1,0
2025-01-19 17:05:00,Area_A,Area_G,4.52,8.0,169.14,UberX,Completed,Rainy,Low,1.0,17,19,1,1
2025-01-11 07:16:00,Area_C,Area_E,33.58,77.0,650.81,UberX,Completed,Rainy,Medium,1.2,7,11,1,1
2025-01-22 22:40:00,Area_D,Area_G,13.51,28.0,395.45,UberXL,Completed,Cloudy,Medium,1.2,22,22,1,0
2025-01-23 05:29:00,Area_A,Area_G,8.27,17.0,278.88,UberXL,Completed,Clear,Medium,1.0,5,23,1,0
2025-01-13 17:20:00,Area_B,Area_G,2.59,5.0,138.23,UberXL,Completed,Cloudy,Medium,1.0,17,13,1,0
2025-01-06 13:26:00,Area_A,Area_E,24.04,49.0,513.32,UberGo,Completed,Rainy,High,1.2,13,6,1,0
2025-01-10 20:13:00,Area_B,Area_E,27.43,55.0,713.67,UberXL,Completed,Cloudy,High,1.0,20,10,1,0
2025-01-06 03:38:00,Area_A,Area_G,1.65,4.0,88.28,UberX,Completed,Cloudy,Low,1.0,3,6,1,0
2025-01-10 09:04:00,Area_C,Area_E,20.97,42.0,436.34,UberX,Cancelled,Clear,High,1.2,9,10,1,0
2025-01-05 11:20:00,Area_B,Area_F,9.83,22.0,263.15,UberX,Completed,Clear,High,1.0,11,5,1,1
2025-01-17 16:36:00,Area_D,Area_G,26.16,58.0,683.16,UberGo,Cancelled,Rainy,High,1.0,16,17,1,0
2025-01-06 11:04:00,Area_A,Area_E,7.8,18.0,283.32,UberXL,Completed,Cloudy,Medium,1.0,11,6,1,0
2025-01-21 07:04:00,Area_C,Area_E,27.95,51.0,780.82,UberXL,Completed,Rainy,High,1.0,7,21,1,0
2025-01-14 05:46:00,Area_A,Area_E,16.08,33.0,406.79,UberXL,Completed,Cloudy,High,1.2,5,14,1,0
2025-01-12 20:15:00,Area_A,Area_F,37.53,72.0,1181.6,UberXL,Completed,Cloudy,Low,1.0,20,12,1,1
2025-01-26 04:05:00,Area_D,Area_E,6.36,12.0,185.46,UberX,Completed,Clear,Medium,1.0,4,26,1,1
2025-01-04 08:19:00,Area_A,Area_H,14.3,27.0,272.53,UberGo,Completed,Cloudy,Low,1.0,8,4,1,1
2025-01-02 09:31:00,Area_D,Area_H,5.43,11.0,211.69,UberXL,Completed,Clear,Low,1.0,9,2,1,0
2025-01-27 22:17:00,Area_B,Area_F,37.06,77.0,715.19,UberX,Cancelled,Cloudy,Medium,1.0,22,27,1,0
2025-01-22 18:38:00,Area_D,Area_F,35.22,73.0,644.8,UberX,Cancelled,Rainy,Medium,1.0,18,22,1,0
2025-01-29 01:26:00,Area_D,Area_E,11.06,21.0,200.02,UberGo,Completed,Rainy,Medium,1.0,1,29,1,0
2025-01-20 12:19:00,Area_B,Area_F,26.74,54.0,933.05,UberXL,Completed,Cloudy,Low,1.2,12,20,1,0
2025-01-07 18:19:00,Area_D,Area_E,32.87,59.0,490.46,UberGo,Completed,Clear,Low,1.2,18,7,1,0
2025-01-19 00:05:00,Area_C,Area_E,22.65,40.0,552.3,UberXL,Completed,Clear,Medium,1.0,0,19,1,1
2025-01-16 08:58:00,Area_A,Area_E,21.66,49.0,465.95,UberGo,Cancelled,Clear,Low,1.0,8,16,1,0
2025-01-30 02:14:00,Area_D,Area_H,10.43,24.0,282.31,UberXL,Completed,Cloudy,High,1.0,2,30,1,0
2025-01-21 22:02:00,Area_A,Area_H,4.63,9.0,285.17,UberXL,Completed,Rainy,Low,1.0,22,21,1,0
2025-01-24 06:48:00,Area_D,Area_G,35.99,77.0,592.92,UberGo,Completed,Clear,Medium,1.2,6,24,1,0
2025-01-18 21:03:00,Area_B,Area_F,36.12,86.0,854.26,UberXL,Completed,Rainy,Low,1.2,21,18,1,1
2025-01-02 00:08:00,Area_B,Area_H,25.69,45.0,425.48,UberGo,Completed,Clear,Low,1.0,0,2,1,0
2025-01-02 02:43:00,Area_A,Area_F,14.22,31.0,241.06,UberGo,Completed,Cloudy,Medium,1.0,2,2,1,0
2025-01-21 12:59:00,Area_A,Area_E,14.62,26.0,381.48,UberXL,Completed,Cloudy,High,1.0,12,21,1,0
2025-01-08 10:49:00,Area_A,Area_F,29.31,55.0,824.5,UberXL,Completed,Clear,Medium,1.2,10,8,1,0
2025-01-02 13:32:00,Area_B,Area_E,35.99,66.0,544.59,UberGo,Cancelled,Rainy,Low,1.2,13,2,1,0
2025-01-28 14:05:00,Area_A,Area_F,35.6,79.0,688.07,UberX,Completed,Clear,High,1.0,14,28,1,0
2025-01-25 06:51:00,Area_D,Area_H,31.42,69.0,528.01,UberGo,Completed,Clear,High,1.5,6,25,1,1
2025-01-16 19:50:00,Area_D,Area_F,26.04,52.0,550.06,UberX,Completed,Clear,Low,1.0,19,16,1,0
2025-01-14 04:45:00,Area_A,Area_E,4.28,10.0,150.66,UberX,Completed,Rainy,Medium,1.0,4,14,1,0
2025-01-23 00:10:00,Area_B,Area_H,7.3,16.0,151.99,UberGo,Completed,Clear,High,1.0,0,23,1,0
2025-01-25 10:11:00,Area_D,Area_E,36.04,77.0,551.21,UberGo,Completed,Clear,Medium,1.0,10,25,1,1
2025-01-26 12:09:00,Area_B,Area_E,24.65,56.0,428.37,UberGo,Cancelled,Cloudy,Low,1.2,12,26,1,1
2025-01-15 09:30:00,Area_B,Area_H,1.36,3.0,86.81,UberX,Completed,Rainy,Medium,1.0,9,15,1,0
2025-01-03 23:16:00,Area_B,Area_F,4.96,9.0,147.65,UberGo,Completed,Cloudy,Medium,1.0,23,3,1,0
2025-01-01 02:44:00,Area_A,Area_G,26.88,60.0,431.44,UberGo,Completed,Cloudy,Medium,1.0,2,1,1,0
2025-01-26 16:14:00,Area_B,Area_G,1.2,3.0,101.13,UberXL,Completed,Clear,High,1.0,16,26,1,1
2025-01-23 01:37:00,Area_B,Area_F,7.27,14.0,247.87,UberXL,Completed,Clear,Low,1.5,1,23,1,0
2025-01-04 15:03:00,Area_A,Area_F,22.4,39.0,775.79,UberXL,Completed,Clear,High,1.2,15,4,1,1
2025-01-28 15:39:00,Area_C,Area_H,27.98,59.0,585.66,UberGo,Cancelled,Cloudy,High,1.0,15,28,1,0
2025-01-09 13:37:00,Area_D,Area_E,26.43,61.0,574.44,UberGo,Completed,Rainy,Low,1.0,13,9,1,0
2025-01-29 02:27:00,Area_A,Area_H,9.75,19.0,170.96,UberGo,Completed,Rainy,High,1.2,2,29,1,0
2025-01-18 11:06:00,Area_D,Area_H,28.77,51.0,556.83,UberX,Completed,Cloudy,High,1.2,11,18,1,1
2025-01-30 13:40:00,Area_A,Area_E,10.25,19.0,258.26,UberX,Completed,Cloudy,Medium,1.0,13,30,1,0
2025-01-14 12:48:00,Area_A,Area_E,13.69,26.0,337.72,UberXL,Completed,Rainy,High,1.0,12,14,1,0
